gender,senior_citizen,partner,dependents,tenure,phone_service,internet_service,monthly_charges,contract,payment_method,total_charges,churn
Male,1,Yes,No,20,Yes,Fiber optic,103.33,Month-to-month,Electronic check,1702.81,1
Male,0,No,No,32,Yes,DSL,109.13,Month-to-month,Mailed check,3349.54,0
Female,1,No,Yes,66,Yes,Fiber optic,84.42,Month-to-month,Electronic check,5620.26,0
Male,1,Yes,No,70,Yes,DSL,79.03,Two year,Mailed check,5743.01,0
Male,1,No,Yes,47,Yes,No,29.12,Month-to-month,Electronic check,1421.6,0
Male,0,No,Yes,50,Yes,No,62.49,One year,Bank transfer (automatic),2804.88,0
Female,1,No,No,44,Yes,Fiber optic,80.39,Month-to-month,Credit card (automatic),3685.08,1
Male,0,No,No,20,Yes,Fiber optic,26.35,Two year,Mailed check,476.49,0
Female,0,No,No,64,Yes,DSL,29.37,Month-to-month,Bank transfer (automatic),1655.58,0
Male,0,No,No,2,Yes,No,119.34,Month-to-month,Bank transfer (automatic),195.81,0
Male,1,Yes,No,4,Yes,Fiber optic,51.89,Two year,Electronic check,182.92,0
Male,1,No,Yes,43,No,DSL,53.67,Two year,Mailed check,1963.47,0
Male,0,Yes,Yes,61,Yes,No,43.66,One year,Electronic check,2651.23,0
Female,0,No,No,59,Yes,DSL,83.89,One year,Mailed check,4244.92,0
Male,1,Yes,Yes,49,Yes,Fiber optic,66.25,One year,Credit card (automatic),3156.0,0
Male,0,No,No,27,Yes,DSL,98.62,Month-to-month,Mailed check,2271.0,0
Female,0,Yes,Yes,26,Yes,Fiber optic,70.27,Month-to-month,Mailed check,1832.77,1
Female,1,Yes,Yes,31,Yes,DSL,19.57,One year,Electronic check,542.51,0
Male,0,Yes,No,18,Yes,DSL,67.23,One year,Electronic check,1089.44,1
Female,1,No,No,30,No,Fiber optic,23.63,Month-to-month,Credit card (automatic),699.33,1
Female,1,No,No,7,No,No,102.33,Month-to-month,Electronic check,762.24,1
Male,0,Yes,No,23,No,DSL,29.59,One year,Bank transfer (automatic),733.53,0
Female,0,No,Yes,68,Yes,Fiber optic,40.13,Month-to-month,Electronic check,2491.13,1
Female,1,No,No,51,Yes,Fiber optic,64.92,One year,Electronic check,3529.59,0
Female,1,Yes,Yes,10,No,No,37.91,One year,Electronic check,371.22,0
Male,1,No,No,20,No,DSL,73.0,Month-to-month,Credit card (automatic),1541.3,0
Male,0,Yes,No,18,Yes,Fiber optic,64.99,Month-to-month,Electronic check,967.72,0
Male,1,Yes,No,20,Yes,No,115.16,Month-to-month,Bank transfer (automatic),1908.49,1
Female,1,No,Yes,50,Yes,DSL,27.01,Month-to-month,Electronic check,1133.6,1
Female,0,Yes,No,65,Yes,Fiber optic,76.83,One year,Bank transfer (automatic),5139.48,1
Male,1,No,No,51,Yes,No,91.48,One year,Bank transfer (automatic),3993.04,0
Male,1,No,No,35,Yes,DSL,31.02,Two year,Bank transfer (automatic),940.12,0
Female,0,No,Yes,11,Yes,Fiber optic,82.92,Month-to-month,Electronic check,886.77,0
Female,0,No,No,10,Yes,DSL,106.15,One year,Electronic check,1134.68,0
Female,1,No,Yes,59,Yes,No,98.33,Month-to-month,Credit card (automatic),5612.63,0
Male,0,No,No,49,No,No,113.39,Two year,Mailed check,5614.31,0
Female,0,Yes,Yes,37,Yes,Fiber optic,91.5,Month-to-month,Electronic check,2941.36,0
Male,0,Yes,Yes,42,Yes,Fiber optic,58.19,One year,Mailed check,2584.96,0
Female,1,No,No,61,Yes,Fiber optic,111.89,Month-to-month,Electronic check,5695.9,1
Male,0,Yes,Yes,59,Yes,DSL,40.99,Month-to-month,Mailed check,2160.93,0
Male,1,Yes,No,6,Yes,DSL,77.54,Two year,Mailed check,436.38,0
Male,1,Yes,No,28,Yes,DSL,96.1,Month-to-month,Electronic check,2364.69,0
Female,1,No,No,3,Yes,DSL,106.97,Month-to-month,Mailed check,318.53,1
Female,1,Yes,No,28,Yes,Fiber optic,111.49,One year,Bank transfer (automatic),3110.75,0
Male,0,Yes,No,46,Yes,DSL,26.67,Month-to-month,Credit card (automatic),1073.57,0
Female,0,Yes,Yes,15,Yes,DSL,92.06,Month-to-month,Bank transfer (automatic),1135.42,1
Male,0,Yes,No,10,Yes,Fiber optic,38.82,Month-to-month,Mailed check,325.82,1
Male,1,No,Yes,35,Yes,DSL,97.47,Month-to-month,Bank transfer (automatic),2797.77,0
Male,1,Yes,Yes,38,Yes,DSL,89.47,Two year,Electronic check,3588.22,0
Female,0,No,Yes,52,Yes,DSL,36.5,One year,Bank transfer (automatic),1863.14,0
Male,1,No,No,1,Yes,DSL,102.95,Month-to-month,Electronic check,88.12,0
Female,1,Yes,No,18,Yes,Fiber optic,65.1,Month-to-month,Electronic check,989.06,1
Male,0,No,No,56,Yes,Fiber optic,73.47,Two year,Bank transfer (automatic),4248.34,0
Male,0,No,No,49,Yes,No,117.08,Two year,Electronic check,5914.02,0
Male,0,No,No,65,Yes,Fiber optic,84.98,Month-to-month,Bank transfer (automatic),5861.3,1
Female,0,Yes,No,59,No,Fiber optic,78.03,One year,Bank transfer (automatic),3965.74,0
Male,0,Yes,Yes,61,Yes,No,19.71,Month-to-month,Electronic check,1149.16,0
Female,1,No,No,37,Yes,Fiber optic,38.32,Month-to-month,Mailed check,1207.41,0
Female,1,No,No,69,Yes,Fiber optic,20.71,Two year,Bank transfer (automatic),1467.38,1
Male,1,No,No,30,Yes,Fiber optic,52.0,Two year,Bank transfer (automatic),1446.5,0
Female,0,No,Yes,65,No,DSL,53.14,Month-to-month,Credit card (automatic),3457.26,0
Female,1,Yes,No,28,Yes,DSL,72.09,Two year,Electronic check,1671.1,0
Male,0,No,No,32,Yes,DSL,88.36,One year,Credit card (automatic),2890.47,1
Male,0,Yes,Yes,50,Yes,Fiber optic,36.29,One year,Mailed check,1596.15,0
Male,1,No,Yes,29,Yes,DSL,79.37,One year,Electronic check,2391.79,0
Female,1,Yes,No,10,Yes,Fiber optic,111.53,Month-to-month,Bank transfer (automatic),968.44,1
Male,0,Yes,No,65,Yes,No,36.87,Two year,Electronic check,2457.48,0
Female,0,No,No,33,Yes,Fiber optic,85.23,Month-to-month,Electronic check,2404.39,1
Female,1,No,Yes,67,Yes,DSL,22.65,Month-to-month,Electronic check,1506.15,0
Female,1,No,No,29,Yes,Fiber optic,72.18,Month-to-month,Credit card (automatic),2140.54,0
Male,0,Yes,Yes,71,Yes,DSL,93.64,Two year,Credit card (automatic),6119.36,0
Female,1,Yes,No,44,Yes,No,21.47,Month-to-month,Credit card (automatic),834.65,0
Male,1,No,No,56,Yes,Fiber optic,52.03,Month-to-month,Electronic check,2650.22,1
Male,0,Yes,No,55,Yes,Fiber optic,107.55,One year,Mailed check,5306.65,0
Male,1,Yes,Yes,14,No,Fiber optic,41.0,Month-to-month,Credit card (automatic),565.16,1
Male,1,No,No,59,Yes,Fiber optic,91.73,Month-to-month,Electronic check,4500.6,1
Male,1,Yes,No,68,Yes,Fiber optic,80.45,Month-to-month,Mailed check,4544.83,0
Male,0,No,No,48,Yes,DSL,34.7,One year,Electronic check,1490.41,0
Male,0,Yes,Yes,69,Yes,DSL,93.65,Month-to-month,Bank transfer (automatic),5764.05,1
Male,1,No,No,61,Yes,DSL,72.27,Month-to-month,Bank transfer (automatic),3817.9,1
Female,1,No,No,48,Yes,Fiber optic,29.43,Month-to-month,Electronic check,1421.64,0
Male,0,No,Yes,34,Yes,No,114.84,Two year,Electronic check,3225.86,0
Female,1,No,No,62,No,Fiber optic,68.18,One year,Bank transfer (automatic),4482.06,0
Female,1,Yes,No,13,Yes,Fiber optic,94.0,Month-to-month,Bank transfer (automatic),1242.71,0
Female,0,No,No,40,Yes,No,40.21,Two year,Electronic check,1487.4,0
Female,1,No,No,59,No,DSL,31.99,Two year,Electronic check,1969.18,0
Female,0,No,No,68,Yes,DSL,93.61,One year,Credit card (automatic),6242.75,0
Female,0,No,No,19,Yes,No,86.73,Month-to-month,Bank transfer (automatic),1595.57,1
Female,0,No,No,6,Yes,No,45.96,Month-to-month,Bank transfer (automatic),248.57,0
Female,0,No,Yes,24,Yes,Fiber optic,94.12,One year,Bank transfer (automatic),2241.73,0
Male,1,No,No,63,Yes,DSL,69.51,Month-to-month,Credit card (automatic),3749.94,1
Male,0,Yes,No,38,Yes,No,53.56,Month-to-month,Electronic check,1946.69,0
Female,1,No,No,4,Yes,Fiber optic,98.26,Month-to-month,Electronic check,334.16,1
Male,0,No,Yes,8,Yes,Fiber optic,80.91,Month-to-month,Mailed check,605.68,1
Female,1,Yes,No,24,Yes,DSL,69.74,One year,Credit card (automatic),1640.67,1
Male,0,No,No,25,Yes,Fiber optic,96.86,Month-to-month,Electronic check,2083.53,1
Male,1,No,No,9,Yes,No,73.57,One year,Electronic check,581.19,0
Female,1,Yes,No,36,Yes,No,113.73,Two year,Electronic check,4223.03,0
Female,1,No,No,34,Yes,Fiber optic,101.44,Month-to-month,Bank transfer (automatic),3057.45,0
Female,0,No,No,14,Yes,Fiber optic,54.54,Month-to-month,Bank transfer (automatic),645.09,1
Male,0,No,No,16,Yes,Fiber optic,65.42,Month-to-month,Mailed check,948.31,0
Female,0,Yes,No,48,Yes,Fiber optic,115.65,Month-to-month,Electronic check,5901.68,1
Female,0,No,No,69,Yes,Fiber optic,109.31,Two year,Bank transfer (automatic),7545.28,1
Female,0,Yes,No,72,No,DSL,37.5,One year,Electronic check,2617.95,0
Female,1,No,Yes,40,Yes,DSL,45.98,Two year,Bank transfer (automatic),1910.03,0
Female,0,Yes,No,2,Yes,Fiber optic,55.17,Two year,Electronic check,109.42,0
Female,0,No,Yes,65,Yes,DSL,107.74,Month-to-month,Credit card (automatic),7219.48,0
Male,0,No,Yes,69,Yes,DSL,112.6,One year,Mailed check,7698.39,1
Female,1,No,No,20,Yes,No,99.84,Month-to-month,Bank transfer (automatic),2086.07,1
Female,1,No,No,29,Yes,Fiber optic,46.12,Month-to-month,Electronic check,1313.73,0
Female,1,No,No,1,Yes,DSL,108.48,Month-to-month,Electronic check,96.42,1
Female,0,No,No,58,Yes,DSL,21.35,Month-to-month,Bank transfer (automatic),1028.64,0
Female,0,Yes,No,56,Yes,Fiber optic,61.13,One year,Mailed check,2900.83,0
Male,1,No,No,1,Yes,Fiber optic,56.52,One year,Bank transfer (automatic),53.88,1
Female,1,No,No,51,Yes,Fiber optic,72.59,Month-to-month,Mailed check,3971.08,0
Male,0,No,Yes,30,Yes,Fiber optic,75.19,Month-to-month,Mailed check,2295.08,1
Male,0,No,No,39,Yes,DSL,40.99,One year,Credit card (automatic),1633.16,0
Female,0,No,Yes,15,Yes,Fiber optic,38.86,One year,Mailed check,578.58,0
Female,1,No,Yes,59,Yes,DSL,99.96,One year,Credit card (automatic),6221.46,1
Male,0,No,Yes,29,Yes,Fiber optic,25.77,Month-to-month,Mailed check,755.71,1
Male,1,Yes,No,61,Yes,DSL,68.32,Month-to-month,Electronic check,3697.32,0
Male,1,No,No,10,Yes,DSL,37.55,One year,Bank transfer (automatic),356.67,0
Male,1,No,No,42,Yes,DSL,50.6,One year,Electronic check,1966.08,1
Male,1,No,No,22,Yes,No,46.28,Month-to-month,Electronic check,878.67,0
Male,0,No,No,70,Yes,DSL,90.27,Month-to-month,Electronic check,5546.84,1
Female,1,Yes,Yes,40,Yes,DSL,64.51,Month-to-month,Mailed check,2307.24,1
Female,0,Yes,No,52,Yes,DSL,48.54,One year,Bank transfer (automatic),2183.7,1
Female,0,No,No,6,Yes,Fiber optic,102.8,Month-to-month,Electronic check,540.63,1
Male,0,Yes,No,49,Yes,Fiber optic,26.75,One year,Electronic check,1387.12,1
Male,0,Yes,Yes,7,Yes,No,96.17,Two year,Electronic check,612.09,1
Male,0,Yes,Yes,26,Yes,Fiber optic,43.33,Month-to-month,Electronic check,1166.18,0
Female,0,No,No,16,Yes,Fiber optic,111.64,Month-to-month,Electronic check,1494.62,1
Male,0,No,Yes,0,Yes,Fiber optic,18.57,Month-to-month,Electronic check,19.97,1
Male,0,Yes,No,42,Yes,DSL,74.78,Month-to-month,Credit card (automatic),3199.95,0
Male,0,Yes,No,17,Yes,No,81.47,Two year,Bank transfer (automatic),1462.2,0
Female,0,Yes,Yes,37,Yes,No,76.88,Two year,Electronic check,2721.5,0
Male,1,Yes,Yes,55,Yes,DSL,101.13,Month-to-month,Electronic check,5478.61,1
Male,0,No,No,13,Yes,Fiber optic,29.44,Two year,Electronic check,349.73,0
Female,0,No,No,51,Yes,DSL,60.39,Month-to-month,Mailed check,2871.47,0
Female,0,Yes,No,21,Yes,Fiber optic,106.1,One year,Mailed check,2261.95,1
Male,0,No,Yes,24,Yes,Fiber optic,108.65,One year,Credit card (automatic),2172.11,1
Male,1,Yes,Yes,42,Yes,No,68.83,Month-to-month,Bank transfer (automatic),2397.98,0
Female,1,Yes,No,45,No,DSL,74.91,Month-to-month,Mailed check,3531.0,0
Female,1,No,No,47,Yes,Fiber optic,95.92,One year,Electronic check,3825.7,0
Female,1,No,Yes,14,Yes,Fiber optic,97.52,Month-to-month,Bank transfer (automatic),1375.48,0
Male,0,No,No,42,Yes,DSL,108.58,Two year,Credit card (automatic),3976.09,0
Male,1,Yes,No,19,Yes,Fiber optic,104.07,Month-to-month,Electronic check,1809.68,1
Female,0,Yes,No,20,Yes,Fiber optic,60.27,Month-to-month,Credit card (automatic),1080.43,0
Male,1,Yes,No,69,Yes,Fiber optic,84.27,Two year,Electronic check,5509.29,0
Male,0,No,No,7,Yes,No,67.29,Month-to-month,Bank transfer (automatic),487.48,1
Female,1,No,Yes,30,Yes,DSL,30.03,Month-to-month,Electronic check,943.82,1
Female,0,Yes,Yes,32,Yes,DSL,101.81,Month-to-month,Bank transfer (automatic),2859.58,1
Male,1,No,No,17,Yes,DSL,79.38,Month-to-month,Electronic check,1225.02,1
Female,0,No,No,57,Yes,DSL,23.92,Month-to-month,Mailed check,1414.7,0
Male,1,No,No,35,Yes,Fiber optic,87.04,Month-to-month,Bank transfer (automatic),2569.04,1
Female,1,Yes,No,52,Yes,No,46.88,Month-to-month,Bank transfer (automatic),2073.05,0
Female,1,No,Yes,28,Yes,Fiber optic,25.07,Month-to-month,Bank transfer (automatic),663.14,1
Male,0,Yes,Yes,65,Yes,Fiber optic,79.87,Two year,Electronic check,5323.61,1
Female,0,No,Yes,53,Yes,Fiber optic,92.69,Two year,Bank transfer (automatic),4457.44,0
Male,1,No,Yes,24,Yes,DSL,70.76,Month-to-month,Electronic check,1423.21,1
Female,0,No,No,70,Yes,No,18.58,Two year,Bank transfer (automatic),1393.78,0
Male,0,No,No,63,Yes,Fiber optic,76.84,Two year,Electronic check,5151.3,0
Male,0,No,No,43,Yes,Fiber optic,18.67,Two year,Mailed check,794.38,0
Female,0,No,No,1,Yes,No,112.49,One year,Mailed check,112.18,0
Female,0,No,No,43,Yes,Fiber optic,45.27,Month-to-month,Credit card (automatic),2068.78,1
Male,0,No,Yes,50,Yes,DSL,106.84,Month-to-month,Bank transfer (automatic),5274.71,0
Female,1,Yes,No,26,Yes,Fiber optic,19.24,Two year,Electronic check,512.74,1
Female,1,No,No,10,No,Fiber optic,27.92,Month-to-month,Bank transfer (automatic),262.59,0
Male,0,No,No,41,Yes,Fiber optic,64.04,Two year,Electronic check,2308.67,1
Female,0,No,No,58,Yes,No,95.38,One year,Electronic check,5733.73,0
Female,0,No,Yes,23,Yes,Fiber optic,114.14,Month-to-month,Mailed check,2619.81,1
Male,1,No,Yes,33,Yes,Fiber optic,71.15,Month-to-month,Bank transfer (automatic),2102.09,1
Male,0,Yes,Yes,0,Yes,No,54.26,Two year,Credit card (automatic),53.29,0
Female,1,No,No,51,Yes,Fiber optic,22.54,Month-to-month,Credit card (automatic),1186.65,0
Male,1,Yes,Yes,63,No,Fiber optic,77.54,One year,Electronic check,4349.08,1
Female,1,Yes,Yes,56,Yes,DSL,56.76,Two year,Electronic check,3241.24,0
Female,0,Yes,Yes,31,Yes,Fiber optic,110.73,Month-to-month,Credit card (automatic),2879.32,1
Male,1,Yes,No,3,Yes,Fiber optic,66.97,Month-to-month,Electronic check,197.39,0
Male,1,Yes,No,35,Yes,DSL,96.08,Month-to-month,Bank transfer (automatic),3630.89,1
Female,1,No,No,68,No,Fiber optic,104.52,Two year,Credit card (automatic),7429.02,0
Male,1,Yes,No,6,Yes,DSL,28.02,Month-to-month,Electronic check,176.13,1
Male,1,No,Yes,15,Yes,DSL,62.97,Month-to-month,Mailed check,941.62,1
Female,0,Yes,No,61,Yes,Fiber optic,109.16,Month-to-month,Credit card (automatic),6258.63,0
Female,1,No,Yes,41,Yes,DSL,61.29,Month-to-month,Bank transfer (automatic),2503.03,0
Female,1,No,Yes,12,Yes,Fiber optic,75.65,Month-to-month,Credit card (automatic),820.21,1
Female,0,Yes,No,1,Yes,Fiber optic,107.06,Month-to-month,Bank transfer (automatic),103.18,1
Female,0,No,Yes,29,Yes,DSL,41.72,Two year,Electronic check,1161.87,0
Male,1,No,Yes,43,Yes,DSL,109.25,Month-to-month,Credit card (automatic),4516.28,1
Female,0,No,No,61,Yes,Fiber optic,58.5,Two year,Bank transfer (automatic),3308.42,0
Female,0,Yes,No,64,Yes,DSL,78.49,Two year,Credit card (automatic),4579.94,1
Female,1,No,Yes,33,Yes,Fiber optic,51.46,One year,Mailed check,1538.37,0
Female,1,No,No,30,Yes,Fiber optic,71.77,One year,Mailed check,1891.35,0
Male,1,Yes,No,67,No,Fiber optic,23.03,Month-to-month,Electronic check,1441.21,1
Female,0,No,Yes,56,Yes,Fiber optic,24.66,One year,Electronic check,1174.66,0
Male,0,Yes,Yes,15,Yes,No,60.3,Month-to-month,Credit card (automatic),953.71,1
Female,1,No,No,49,Yes,DSL,52.17,Month-to-month,Credit card (automatic),2142.51,0
Male,1,Yes,No,52,Yes,No,80.81,One year,Mailed check,4360.66,0
Male,0,Yes,No,17,Yes,No,21.87,Month-to-month,Credit card (automatic),328.19,0
Male,0,No,No,71,Yes,Fiber optic,35.1,Month-to-month,Mailed check,2596.36,0
Female,0,No,Yes,21,Yes,DSL,39.38,One year,Credit card (automatic),832.99,0
Female,1,No,No,40,Yes,DSL,62.93,Month-to-month,Bank transfer (automatic),2666.86,1
Male,0,No,No,36,Yes,No,43.18,Month-to-month,Bank transfer (automatic),1626.39,0
Male,1,Yes,Yes,50,Yes,DSL,32.04,Month-to-month,Bank transfer (automatic),1605.66,1
Male,0,Yes,No,65,Yes,No,78.95,Month-to-month,Bank transfer (automatic),4410.41,0
Male,1,Yes,Yes,28,Yes,Fiber optic,93.87,Month-to-month,Credit card (automatic),2530.46,1
Female,0,No,No,28,Yes,Fiber optic,87.9,Month-to-month,Mailed check,2235.64,1
Male,1,Yes,No,54,Yes,Fiber optic,46.17,Month-to-month,Credit card (automatic),2618.59,1
Male,1,No,No,69,Yes,DSL,105.15,One year,Electronic check,7594.75,0
Male,0,Yes,No,66,Yes,Fiber optic,80.41,Two year,Electronic check,4785.11,0
Male,0,Yes,No,54,Yes,No,80.7,One year,Bank transfer (automatic),4334.45,0
Female,1,Yes,Yes,51,Yes,DSL,39.71,Month-to-month,Bank transfer (automatic),1838.8,0
Female,1,Yes,No,56,Yes,No,42.71,One year,Credit card (automatic),2382.98,0
Male,1,Yes,No,68,Yes,No,66.42,Two year,Electronic check,4424.45,0
Female,1,No,Yes,0,Yes,DSL,42.26,Two year,Electronic check,40.27,0
Male,1,Yes,No,42,Yes,Fiber optic,88.18,Month-to-month,Mailed check,3882.76,1
Male,1,No,Yes,2,Yes,DSL,49.47,Month-to-month,Credit card (automatic),87.46,0
Male,0,No,No,42,No,Fiber optic,33.5,Month-to-month,Credit card (automatic),1445.47,0
Male,1,No,No,28,Yes,No,33.46,One year,Credit card (automatic),936.2,0
Male,0,No,No,22,Yes,No,30.98,Month-to-month,Mailed check,608.72,0
Female,0,Yes,No,65,Yes,No,62.85,Two year,Credit card (automatic),3797.8,0
Female,0,Yes,Yes,51,Yes,DSL,18.31,Month-to-month,Electronic check,782.48,1
Female,0,Yes,No,41,Yes,Fiber optic,73.32,One year,Credit card (automatic),2932.08,0
Male,0,No,Yes,64,No,DSL,48.43,Month-to-month,Mailed check,3257.14,0
Male,1,No,Yes,7,Yes,No,74.35,Month-to-month,Mailed check,442.71,1
Male,0,Yes,No,47,Yes,DSL,113.41,Month-to-month,Bank transfer (automatic),4553.75,0
Male,0,Yes,No,11,Yes,DSL,106.64,One year,Bank transfer (automatic),1106.63,0
Male,0,No,No,17,Yes,DSL,76.8,Month-to-month,Electronic check,1166.06,1
Female,1,No,Yes,13,Yes,DSL,60.64,Month-to-month,Electronic check,703.18,0
Female,1,No,No,39,Yes,DSL,89.23,One year,Bank transfer (automatic),3431.44,0
Female,1,No,Yes,45,Yes,DSL,112.16,Two year,Credit card (automatic),4677.07,0
Female,0,No,Yes,55,Yes,No,67.93,One year,Bank transfer (automatic),3884.13,0
Female,1,No,No,32,Yes,Fiber optic,28.13,One year,Electronic check,838.51,0
Female,1,Yes,Yes,68,Yes,DSL,96.14,Month-to-month,Bank transfer (automatic),6406.58,1
Male,0,Yes,Yes,27,Yes,Fiber optic,19.07,Two year,Electronic check,475.48,0
Female,1,No,No,11,Yes,Fiber optic,95.99,Month-to-month,Electronic check,936.12,0
Female,0,No,No,2,Yes,Fiber optic,26.66,Two year,Electronic check,50.26,0
Female,1,Yes,Yes,9,Yes,DSL,28.87,Two year,Mailed check,261.73,0
Female,1,No,No,32,Yes,Fiber optic,97.73,Month-to-month,Electronic check,3339.18,0
Male,0,Yes,Yes,30,Yes,Fiber optic,88.33,Month-to-month,Electronic check,2201.97,1
Female,1,No,No,62,Yes,DSL,75.31,One year,Electronic check,4474.4,0
Male,0,Yes,Yes,9,Yes,Fiber optic,101.7,One year,Bank transfer (automatic),901.89,0
Female,0,No,Yes,19,Yes,Fiber optic,104.84,One year,Electronic check,1677.8,1
Female,1,No,No,71,No,Fiber optic,64.67,Two year,Electronic check,4754.96,1
Female,1,Yes,Yes,2,Yes,Fiber optic,119.62,Month-to-month,Mailed check,213.34,1
Male,1,Yes,Yes,30,Yes,Fiber optic,54.47,Month-to-month,Bank transfer (automatic),1711.68,0
Female,1,No,Yes,14,Yes,Fiber optic,35.49,One year,Credit card (automatic),478.81,0
Female,0,Yes,No,38,Yes,DSL,104.29,Month-to-month,Mailed check,3406.38,0
Male,1,Yes,No,71,Yes,DSL,60.39,One year,Bank transfer (automatic),4339.99,0
Male,1,No,No,16,Yes,Fiber optic,107.2,Two year,Credit card (automatic),1476.58,0
Female,1,Yes,No,27,Yes,DSL,24.24,Month-to-month,Bank transfer (automatic),659.26,1
Female,1,Yes,No,32,Yes,Fiber optic,29.33,Two year,Mailed check,966.84,0
Female,1,Yes,No,58,Yes,DSL,22.11,Two year,Electronic check,1243.44,0
Female,1,No,No,71,No,Fiber optic,79.41,Month-to-month,Electronic check,5020.65,0
Male,0,Yes,No,7,Yes,Fiber optic,102.85,Two year,Electronic check,672.22,1
Female,0,Yes,No,35,Yes,Fiber optic,59.07,One year,Mailed check,1979.14,1
Male,0,Yes,No,54,Yes,Fiber optic,27.25,Month-to-month,Credit card (automatic),1461.35,1
Female,1,Yes,Yes,0,Yes,Fiber optic,56.09,Month-to-month,Electronic check,55.24,1
Male,1,Yes,No,58,Yes,No,53.5,Month-to-month,Mailed check,2867.51,1
Female,0,Yes,Yes,17,Yes,Fiber optic,83.63,One year,Credit card (automatic),1446.05,0
Male,1,Yes,No,37,Yes,Fiber optic,84.52,Month-to-month,Bank transfer (automatic),3191.56,1
Female,1,Yes,Yes,71,Yes,DSL,28.51,Month-to-month,Electronic check,2026.33,0
Male,0,No,Yes,46,Yes,Fiber optic,60.86,Two year,Credit card (automatic),2493.74,0
Male,0,Yes,No,72,Yes,Fiber optic,83.54,One year,Electronic check,5666.28,1
Female,1,Yes,No,44,Yes,Fiber optic,44.4,One year,Electronic check,1821.76,0
Male,0,No,No,15,Yes,Fiber optic,59.52,Two year,Mailed check,921.7,0
Female,1,No,No,50,Yes,No,80.6,Month-to-month,Electronic check,4151.41,1
Female,1,No,No,44,Yes,No,59.09,Month-to-month,Credit card (automatic),2717.43,0
Female,1,Yes,No,22,Yes,Fiber optic,21.15,One year,Electronic check,409.51,1
Male,0,Yes,No,5,Yes,No,40.71,Month-to-month,Credit card (automatic),206.52,1
Male,1,Yes,No,47,Yes,No,97.16,Month-to-month,Electronic check,4777.97,0
Male,0,Yes,No,42,Yes,DSL,43.35,One year,Credit card (automatic),1571.79,1
Female,0,Yes,No,56,Yes,Fiber optic,101.41,Month-to-month,Electronic check,4715.72,1
Female,0,No,No,9,Yes,DSL,65.62,Month-to-month,Credit card (automatic),500.48,1
Female,0,Yes,No,39,Yes,DSL,66.24,One year,Electronic check,2525.53,1
Female,0,No,No,59,Yes,DSL,96.59,One year,Credit card (automatic),5297.78,1
Male,1,Yes,No,65,Yes,Fiber optic,57.1,Month-to-month,Credit card (automatic),3231.65,0
Male,0,Yes,No,68,Yes,DSL,42.33,Month-to-month,Bank transfer (automatic),2755.7,1
